"Date","Price","Open","High","Low","Vol","Change"
"Nov 02, 2017","23,921.2","23,400.0","24,780.0","23,300.0","0.52K","2.23%"
"Nov 01, 2017","23,400.0","21,950.0","23,899.0","21,800.0","0.71K","6.61%"
"Oct 31, 2017","21,950.0","20,220.0","21,972.0","20,206.0","0.61K","8.56%"
"Oct 30, 2017","20,220.0","19,749.0","20,499.0","19,501.0","0.39K","2.38%"
"Oct 29, 2017","19,749.0","19,267.9","19,826.9","19,100.0","0.19K","2.50%"
"Oct 28, 2017","19,267.9","19,050.0","19,323.9","19,050.0","0.11K","1.14%"
"Oct 27, 2017","19,050.0","19,025.0","19,399.0","18,900.0","0.31K","0.11%"
"Oct 26, 2017","19,030.0","18,500.0","19,060.0","18,390.0","0.34K","2.86%"
"Oct 25, 2017","18,500.0","18,498.0","18,500.0","17,659.0","0.35K","2.77%"
"Oct 24, 2017","18,001.0","19,090.0","19,100.0","17,656.0","0.46K","-5.70%"
"Oct 23, 2017","19,090.0","18,680.9","19,090.0","18,421.0","0.44K","2.96%"
"Oct 22, 2017","18,541.0","18,519.0","18,847.0","18,221.2","0.16K","0.12%"
"Oct 21, 2017","18,519.0","18,106.0","19,000.0","17,950.0","0.33K","2.09%"
"Oct 20, 2017","18,140.0","17,396.0","18,500.0","17,022.0","0.59K","4.28%"
"Oct 19, 2017","17,396.0","17,100.0","17,400.0","16,900.0","0.29K","1.73%"
"Oct 18, 2017","17,100.0","17,349.0","17,400.0","16,512.0","0.45K","-1.44%"
"Oct 17, 2017","17,349.0","17,440.0","17,500.0","17,000.0","0.33K","-0.52%"
"Oct 16, 2017","17,440.0","17,100.0","17,450.0","16,800.0","0.28K","1.99%"
"Oct 15, 2017","17,100.0","17,649.0","17,700.0","15,400.0","0.43K","-3.11%"
"Oct 14, 2017","17,649.0","17,590.0","17,770.0","17,420.0","0.30K","0.34%"
"Oct 13, 2017","17,590.0","16,850.0","17,798.0","16,730.0","0.64K","4.39%"
"Oct 12, 2017","16,850.0","15,898.8","16,890.0","15,795.0","0.38K","5.98%"
"Oct 11, 2017","15,898.8","15,415.0","15,909.9","15,300.0","0.25K","3.14%"
"Oct 10, 2017","15,415.0","15,375.0","15,700.0","15,230.0","0.36K","0.26%"
"Oct 09, 2017","15,375.0","14,950.0","15,500.0","14,650.0","0.41K","2.84%"
"Oct 08, 2017","14,950.0","14,639.0","14,985.0","14,550.0","0.18K","2.12%"
"Oct 07, 2017","14,639.0","14,452.0","14,700.0","14,422.1","0.17K","1.29%"
"Oct 06, 2017","14,452.0","14,400.0","14,600.0","14,230.0","0.28K","0.36%"
"Oct 05, 2017","14,400.0","14,270.0","14,550.0","14,065.0","0.28K","0.91%"
"Oct 04, 2017","14,270.0","14,542.6","14,580.0","14,010.0","0.27K","-0.97%"
"Oct 03, 2017","14,410.0","14,680.0","14,750.0","14,280.9","0.30K","-1.34%"
"Oct 02, 2017","14,605.0","14,420.0","14,900.0","14,353.2","0.37K","1.28%"
"Oct 01, 2017","14,420.0","14,250.0","14,489.0","14,110.0","0.10K","1.20%"
"Sep 30, 2017","14,249.5","13,900.0","14,249.5","13,750.0","0.11K","2.51%"
"Sep 29, 2017","13,900.0","13,996.0","14,000.0","13,712.0","0.22K","-0.69%"
"Sep 28, 2017","13,996.0","13,840.0","14,048.3","13,799.0","0.25K","1.13%"
"Sep 27, 2017","13,840.0","13,300.0","13,998.0","13,300.0","0.35K","4.06%"
"Sep 26, 2017","13,300.0","13,669.0","13,790.0","13,300.0","0.25K","-2.70%"
"Sep 25, 2017","13,669.0","13,401.0","14,050.0","13,300.0","0.35K","2.00%"
"Sep 24, 2017","13,401.0","13,650.0","13,650.0","13,255.5","0.10K","-1.82%"
"Sep 23, 2017","13,649.1","13,170.0","14,080.0","13,065.0","0.27K","3.64%"
"Sep 22, 2017","13,170.0","13,100.0","13,500.0","12,900.0","0.34K","0.53%"
"Sep 21, 2017","13,100.0","14,000.0","14,000.0","12,900.0","0.57K","-6.63%"
"Sep 20, 2017","14,030.0","14,302.2","14,486.0","14,001.0","0.33K","-2.23%"
"Sep 19, 2017","14,350.0","15,350.0","15,500.0","14,139.9","0.50K","-6.51%"
"Sep 18, 2017","15,350.0","14,200.0","15,999.0","14,133.0","0.69K","8.10%"
"Sep 17, 2017","14,200.0","14,145.0","14,301.8","13,800.0","0.18K","0.39%"
"Sep 16, 2017","14,145.0","14,190.0","14,390.0","13,820.0","0.27K","-0.32%"
"Sep 15, 2017","14,190.0","12,000.0","14,500.0","11,500.0","1.09K","18.25%"
"Sep 14, 2017","12,000.0","14,199.5","14,199.5","11,605.0","1.21K","-15.49%"
"Sep 13, 2017","14,199.5","15,001.0","15,290.0","12,850.0","1.12K","-5.34%"
"Sep 12, 2017","15,001.0","15,980.0","16,150.0","15,000.0","0.75K","-6.13%"
"Sep 11, 2017","15,980.0","16,255.6","16,400.0","15,980.0","0.48K","-1.70%"
"Sep 10, 2017","16,255.6","16,409.0","16,648.0","16,011.1","0.20K","-0.94%"
"Sep 09, 2017","16,409.0","16,190.0","16,700.0","16,190.0","0.17K","1.35%"
"Sep 08, 2017","16,190.0","16,870.0","16,901.0","16,020.0","0.60K","-4.03%"
"Sep 07, 2017","16,870.0","16,869.0","16,970.0","16,699.1","0.21K","0.01%"
"Sep 06, 2017","16,869.0","16,649.0","17,490.1","16,595.7","0.55K","1.32%"
"Sep 05, 2017","16,649.0","17,098.0","17,200.0","15,513.0","0.67K","-1.95%"
"Sep 04, 2017","16,980.0","17,890.0","17,900.0","14,451.0","1.10K","-5.09%"
"Sep 03, 2017","17,890.0","17,395.0","18,000.0","17,300.0","0.28K","2.85%"
"Sep 02, 2017","17,395.0","18,158.0","18,600.0","16,555.6","0.69K","-4.68%"
"Sep 01, 2017","18,250.0","18,000.0","18,895.0","17,703.0","0.76K","1.39%"
"Aug 31, 2017","18,000.0","16,858.0","19,500.0","16,810.0","0.73K","6.34%"
"Aug 30, 2017","16,927.0","16,477.0","17,100.0","16,300.0","0.39K","3.33%"
"Aug 29, 2017","16,381.0","15,200.0","16,685.0","15,180.0","0.63K","7.77%"
"Aug 28, 2017","15,200.0","14,908.0","15,200.0","14,758.0","0.41K","1.96%"
"Aug 27, 2017","14,908.0","14,811.0","14,949.0","14,710.5","0.12K","0.65%"
"Aug 26, 2017","14,811.0","14,840.3","14,950.0","14,651.0","0.16K","-0.20%"
"Aug 25, 2017","14,840.3","14,500.0","15,000.0","14,500.0","0.35K","2.35%"
"Aug 24, 2017","14,500.0","14,130.0","14,795.0","14,070.0","0.29K","2.62%"
"Aug 23, 2017","14,130.0","13,932.0","14,500.0","13,931.0","0.32K","1.42%"
"Aug 22, 2017","13,932.0","13,890.0","14,299.0","13,000.0","0.47K","0.30%"
"Aug 21, 2017","13,890.0","14,070.0","14,070.0","13,750.0","0.29K","-1.28%"
"Aug 20, 2017","14,070.0","14,000.0","14,107.0","13,935.0","0.05K","0.50%"
"Aug 19, 2017","14,000.0","14,100.0","14,269.0","13,900.0","0.19K","-0.71%"
"Aug 18, 2017","14,100.0","14,270.0","14,471.0","13,900.0","0.36K","-1.19%"
"Aug 17, 2017","14,270.0","13,964.0","14,499.0","13,750.0","0.39K","2.19%"
"Aug 16, 2017","13,964.0","13,770.0","14,299.0","13,300.0","0.39K","1.41%"
"Aug 15, 2017","13,770.0","14,369.0","14,784.0","11,150.0","0.91K","-4.17%"
"Aug 14, 2017","14,369.0","13,190.0","14,998.0","13,017.0","0.66K","8.94%"
"Aug 13, 2017","13,190.0","12,596.8","13,200.0","12,451.0","0.30K","4.71%"
"Aug 12, 2017","12,596.8","12,680.0","12,900.0","11,800.0","0.32K","-0.66%"
"Aug 11, 2017","12,680.0","11,301.0","12,995.0","11,291.7","0.53K","12.20%"
"Aug 10, 2017","11,301.0","11,159.0","11,400.0","11,094.3","0.30K","1.27%"
"Aug 09, 2017","11,159.0","11,325.0","11,349.0","10,853.0","0.36K","-1.47%"
"Aug 08, 2017","11,325.0","10,850.0","11,400.0","10,730.0","0.39K","4.38%"
"Aug 07, 2017","10,850.0","10,317.8","10,897.0","10,220.2","0.34K","5.16%"
"Aug 06, 2017","10,317.8","10,600.0","10,700.0","10,099.0","0.14K","-2.66%"
"Aug 05, 2017","10,600.0","9,601.0","11,000.0","9,601.0","0.55K","10.41%"
"Aug 04, 2017","9,601.0","9,184.0","9,850.0","9,119.1","0.33K","4.54%"
"Aug 03, 2017","9,184.0","8,945.0","9,500.0","8,873.1","0.26K","2.67%"
"Aug 02, 2017","8,945.0","8,997.0","9,049.1","8,853.0","0.15K","-0.58%"
"Aug 01, 2017","8,997.0","8,701.0","9,050.0","8,555.5","0.15K","3.40%"
"Jul 31, 2017","8,701.0","8,683.2","9,000.0","8,470.1","0.26K","0.20%"
"Jul 30, 2017","8,683.2","8,690.8","8,702.8","8,500.0","0.09K","-0.09%"
"Jul 29, 2017","8,690.8","8,919.0","8,925.8","8,560.0","0.13K","-2.56%"
"Jul 28, 2017","8,919.0","8,747.0","9,000.0","8,686.0","0.28K","1.97%"
"Jul 27, 2017","8,747.0","8,407.0","8,800.0","8,351.0","0.23K","4.04%"
"Jul 26, 2017","8,407.0","8,739.0","8,800.0","8,233.0","0.24K","-3.80%"
"Jul 25, 2017","8,739.0","9,068.0","9,098.0","8,227.0","0.36K","-3.63%"
"Jul 24, 2017","9,068.0","8,899.0","9,100.0","8,775.0","0.19K","1.90%"
"Jul 23, 2017","8,899.0","8,880.0","8,998.0","8,700.0","0.09K","0.21%"
"Jul 22, 2017","8,880.0","8,746.0","9,000.0","8,727.0","0.18K","1.53%"
"Jul 21, 2017","8,746.0","9,000.0","9,020.0","8,400.0","0.36K","-2.82%"
"Jul 20, 2017","9,000.0","7,597.0","9,100.0","7,597.0","0.59K","18.47%"
"Jul 19, 2017","7,597.0","7,705.0","7,980.0","7,566.1","0.28K","-1.40%"
"Jul 18, 2017","7,705.0","7,650.0","7,900.0","7,100.0","0.41K","0.72%"
"Jul 17, 2017","7,650.0","5,351.0","7,900.0","5,300.0","0.55K","42.96%"
"Jul 16, 2017","5,351.0","6,523.9","6,708.0","5,016.8","0.49K","-17.98%"
"Jul 15, 2017","6,523.9","7,574.8","7,700.0","6,102.0","0.40K","-13.87%"
"Jul 14, 2017","7,574.8","8,117.0","8,190.1","7,501.0","0.31K","-6.68%"
"Jul 13, 2017","8,117.0","8,300.0","8,300.0","8,056.4","0.18K","-2.20%"
"Jul 12, 2017","8,300.0","7,986.9","8,450.0","7,801.0","0.29K","3.92%"
"Jul 11, 2017","7,986.9","8,158.3","8,293.0","7,555.5","0.33K","-2.10%"
"Jul 10, 2017","8,158.3","8,671.0","8,700.0","8,000.0","0.33K","-5.91%"
"Jul 09, 2017","8,671.0","8,782.0","8,810.0","8,671.0","0.06K","-1.26%"
"Jul 08, 2017","8,782.0","8,810.0","8,810.0","8,690.0","0.07K","-0.32%"
"Jul 07, 2017","8,810.0","8,800.0","8,833.0","8,650.0","0.17K","0.11%"
"Jul 06, 2017","8,800.0","8,848.0","8,848.0","8,751.0","0.13K","-0.54%"
"Jul 05, 2017","8,848.0","8,828.4","8,900.0","8,716.0","0.21K","0.22%"
"Jul 04, 2017","8,828.4","8,800.0","8,899.0","8,710.0","0.25K","0.32%"
"Jul 03, 2017","8,800.0","8,890.0","9,000.0","8,701.0","0.26K","-1.01%"
"Jul 02, 2017","8,890.0","8,854.0","8,892.0","8,721.0","0.08K","0.41%"
"Jul 01, 2017","8,854.0","8,934.9","8,935.0","8,815.9","0.06K","-0.91%"
"Jun 30, 2017","8,934.9","8,951.1","9,050.0","8,861.0","0.19K","-0.18%"
"Jun 29, 2017","8,951.1","9,000.0","9,069.0","8,881.0","0.15K","-0.54%"
"Jun 28, 2017","9,000.0","9,041.0","9,199.0","8,880.0","0.23K","-0.45%"
"Jun 27, 2017","9,041.0","9,147.3","9,147.3","8,625.0","0.25K","-1.16%"
"Jun 26, 2017","9,147.3","9,179.9","9,300.0","8,515.0","0.53K","-0.36%"
"Jun 25, 2017","9,179.9","9,220.0","9,400.0","9,000.0","0.18K","-0.43%"
"Jun 24, 2017","9,220.0","9,434.0","9,450.0","9,200.0","0.12K","-2.27%"
"Jun 23, 2017","9,434.0","9,300.0","9,439.0","9,230.0","0.23K","1.44%"
"Jun 22, 2017","9,300.0","9,367.9","9,380.0","9,230.0","0.17K","-0.73%"
"Jun 21, 2017","9,367.9","9,302.0","9,497.0","9,200.0","0.27K","0.71%"
"Jun 20, 2017","9,302.0","8,976.8","9,495.0","8,815.0","0.35K","3.62%"
"Jun 19, 2017","8,976.8","8,860.0","9,089.0","8,800.0","0.23K","1.32%"
"Jun 18, 2017","8,860.0","9,180.0","9,230.0","8,800.0","0.14K","-3.49%"
"Jun 17, 2017","9,180.0","9,062.1","9,280.0","9,002.0","0.21K","1.30%"
"Jun 16, 2017","9,062.1","8,944.9","9,120.0","8,500.0","0.31K","1.31%"
"Jun 15, 2017","8,944.9","9,488.0","9,648.1","8,050.0","0.76K","-5.72%"
"Jun 14, 2017","9,488.0","9,662.9","9,780.0","9,212.0","0.39K","-1.81%"
"Jun 13, 2017","9,662.9","9,849.0","9,849.0","9,600.0","0.30K","-1.89%"
"Jun 12, 2017","9,849.0","10,010.0","10,100.0","9,300.0","0.45K","-1.61%"
"Jun 11, 2017","10,010.0","9,978.5","10,073.0","9,940.0","0.11K","0.32%"
"Jun 10, 2017","9,978.5","9,862.0","9,999.0","9,862.0","0.12K","1.18%"
"Jun 09, 2017","9,862.0","9,800.1","9,920.0","9,774.0","0.20K","0.63%"
"Jun 08, 2017","9,800.1","9,870.0","9,938.0","9,683.7","0.33K","-0.71%"
"Jun 07, 2017","9,870.0","9,942.0","10,100.0","9,805.0","0.28K","-0.72%"
"Jun 06, 2017","9,942.0","9,500.0","10,130.0","9,442.0","0.60K","4.65%"
"Jun 05, 2017","9,500.0","9,025.5","9,500.0","9,025.5","0.39K","5.26%"
"Jun 04, 2017","9,025.5","9,130.0","9,247.0","8,900.0","0.16K","-1.14%"
"Jun 03, 2017","9,130.0","9,000.0","9,247.0","8,989.0","0.16K","1.44%"
"Jun 02, 2017","9,000.0","9,424.9","9,599.9","8,500.0","0.62K","-4.51%"
"Jun 01, 2017","9,424.9","9,480.0","9,819.0","8,950.0","0.66K","-0.58%"
"May 31, 2017","9,480.0","9,707.0","9,830.0","9,300.0","0.56K","-2.34%"
"May 30, 2017","9,707.0","9,920.0","10,000.0","9,703.0","0.48K","-2.15%"
"May 29, 2017","9,920.0","9,840.0","10,000.0","9,607.0","0.41K","0.81%"
"May 28, 2017","9,840.0","9,221.0","10,200.0","9,221.0","0.33K","6.71%"
"May 27, 2017","9,221.0","10,115.0","10,200.0","8,421.0","0.81K","-8.84%"
"May 26, 2017","10,115.0","10,300.0","11,749.0","9,501.0","0.97K","-1.80%"
"May 25, 2017","10,300.0","10,255.0","14,000.0","4,200.0","1.42K","0.44%"
"May 24, 2017","10,255.0","9,344.1","10,600.0","9,211.0","0.74K","9.75%"
"May 23, 2017","9,344.1","9,100.0","9,399.9","9,053.0","0.46K","2.68%"
"May 22, 2017","9,100.0","8,020.0","9,497.8","8,000.0","0.77K","13.47%"
"May 21, 2017","8,020.0","8,000.0","8,080.0","7,925.0","0.20K","0.25%"
"May 20, 2017","8,000.0","7,495.0","8,000.0","7,457.0","0.30K","6.74%"
"May 19, 2017","7,495.0","7,197.0","7,500.0","7,111.3","0.41K","4.14%"
"May 18, 2017","7,197.0","6,550.0","7,350.0","6,550.0","0.67K","9.88%"
"May 17, 2017","6,550.0","6,618.0","6,900.0","6,465.0","0.64K","-1.03%"
"May 16, 2017","6,618.0","6,500.0","6,650.0","6,450.0","0.31K","1.82%"
"May 15, 2017","6,500.0","6,491.0","6,600.0","6,309.9","0.35K","0.14%"
"May 14, 2017","6,491.0","6,499.0","6,589.1","6,470.0","0.08K","-0.12%"
"May 13, 2017","6,499.0","6,499.0","6,560.0","6,204.0","0.19K","0.00%"
"May 12, 2017","6,499.0","6,499.0","6,600.0","6,000.0","0.60K","0.00%"
"May 11, 2017","6,499.0","6,000.0","6,499.0","5,951.1","0.65K","8.32%"
"May 10, 2017","6,000.0","5,698.0","6,150.0","5,660.5","0.44K","5.30%"
"May 09, 2017","5,698.0","5,460.0","5,850.0","5,409.0","0.44K","4.36%"
"May 08, 2017","5,460.0","5,183.7","5,500.0","5,143.2","0.51K","5.33%"
"May 07, 2017","5,183.7","5,211.0","5,270.0","5,100.0","0.10K","-0.52%"
"May 06, 2017","5,211.0","5,198.0","5,300.0","4,960.7","0.27K","0.25%"
"May 05, 2017","5,198.0","4,985.0","5,315.1","4,860.3","0.50K","4.27%"
"May 04, 2017","4,985.0","5,250.0","5,859.0","4,500.0","0.94K","-5.05%"
"May 03, 2017","5,250.0","4,876.0","5,489.9","4,830.8","0.39K","7.67%"
"May 02, 2017","4,876.0","4,665.6","4,911.0","4,583.0","0.33K","4.51%"
"May 01, 2017","4,665.6","4,537.2","4,685.0","4,480.1","0.13K","2.83%"
"Apr 30, 2017","4,537.2","4,460.1","4,544.0","4,460.0","0.04K","1.73%"
"Apr 29, 2017","4,460.1","4,497.0","4,588.0","4,401.0","0.10K","-0.82%"
"Apr 28, 2017","4,497.0","4,610.0","4,612.9","4,283.3","0.49K","-2.45%"
"Apr 27, 2017","4,610.0","4,394.0","4,627.2","4,369.8","0.36K","4.92%"
"Apr 26, 2017","4,394.0","4,320.0","4,477.8","4,150.0","0.38K","1.71%"
"Apr 25, 2017","4,320.0","4,035.1","4,374.0","3,977.7","0.38K","7.06%"
"Apr 24, 2017","4,035.1","3,872.0","4,099.0","3,871.1","0.28K","4.21%"
"Apr 23, 2017","3,872.0","3,850.0","3,937.0","3,850.0","0.10K","0.57%"
"Apr 22, 2017","3,850.0","3,890.9","3,910.0","3,850.0","0.15K","-1.05%"
"Apr 21, 2017","3,890.9","3,960.0","3,991.8","3,890.9","0.14K","-1.75%"
"Apr 20, 2017","3,960.0","3,845.0","3,990.0","3,796.0","0.35K","2.99%"
"Apr 19, 2017","3,845.0","3,898.9","3,898.9","3,802.1","0.22K","-1.38%"
"Apr 18, 2017","3,898.9","3,799.0","3,899.0","3,770.0","0.25K","2.63%"
"Apr 17, 2017","3,799.0","3,767.0","3,802.0","3,700.0","0.19K","0.85%"
"Apr 16, 2017","3,767.0","3,766.9","3,800.0","3,766.1","0.03K","0.00%"
"Apr 15, 2017","3,766.9","3,770.1","3,848.0","3,750.0","0.10K","-0.09%"
"Apr 14, 2017","3,770.1","3,820.0","3,848.0","3,770.1","0.08K","-1.31%"
"Apr 13, 2017","3,820.0","3,806.0","3,849.0","3,720.0","0.27K","0.37%"
"Apr 12, 2017","3,806.0","3,751.9","3,850.0","3,706.0","0.27K","1.44%"
"Apr 11, 2017","3,751.9","3,722.3","3,751.9","3,682.2","0.21K","0.79%"
"Apr 10, 2017","3,722.3","3,700.0","3,744.0","3,665.0","0.22K","0.60%"
"Apr 09, 2017","3,700.0","3,660.0","3,710.0","3,620.0","0.10K","1.09%"
"Apr 08, 2017","3,660.0","3,719.4","3,720.0","3,650.8","0.09K","-1.60%"
"Apr 07, 2017","3,719.4","3,715.0","3,725.0","3,655.0","0.21K","0.12%"
"Apr 06, 2017","3,715.0","3,624.9","3,717.0","3,590.0","0.21K","2.49%"
"Apr 05, 2017","3,624.9","3,648.0","3,700.3","3,605.1","0.20K","-0.63%"
"Apr 04, 2017","3,648.0","3,634.0","3,674.1","3,578.5","0.22K","0.39%"
"Apr 03, 2017","3,634.0","3,588.0","3,647.0","3,500.0","0.33K","1.28%"
"Apr 02, 2017","3,588.0","3,578.5","3,589.0","3,522.0","0.08K","0.27%"
"Apr 01, 2017","3,578.5","3,585.5","3,588.0","3,546.2","0.06K","-0.20%"
"Mar 31, 2017","3,585.5","3,549.4","3,588.0","3,520.0","0.17K","1.02%"
"Mar 30, 2017","3,549.4","3,579.6","3,596.0","3,485.0","0.24K","-0.84%"
"Mar 29, 2017","3,579.6","3,592.9","3,597.0","3,527.4","0.14K","-0.37%"
"Mar 28, 2017","3,592.9","3,568.2","3,598.0","3,501.1","0.22K","0.69%"
"Mar 27, 2017","3,568.2","3,474.9","3,597.0","3,420.8","0.16K","2.68%"
"Mar 26, 2017","3,474.9","3,450.0","3,498.0","3,421.8","0.06K","0.72%"
"Mar 25, 2017","3,450.0","3,474.5","3,500.0","3,301.2","0.13K","-0.71%"
"Mar 24, 2017","3,474.5","3,551.0","3,598.0","3,364.0","0.29K","-2.15%"
"Mar 23, 2017","3,551.0","3,572.4","3,625.0","3,514.7","0.13K","-0.60%"
"Mar 22, 2017","3,572.4","3,670.0","3,689.0","3,500.0","0.24K","-2.66%"
"Mar 21, 2017","3,670.0","3,429.0","3,702.0","3,429.0","0.33K","7.03%"
"Mar 20, 2017","3,429.0","3,649.2","3,649.2","3,400.0","0.28K","-6.04%"
"Mar 19, 2017","3,649.2","3,365.0","3,680.0","3,260.0","0.11K","8.45%"
"Mar 18, 2017","3,365.0","3,810.0","3,905.0","3,260.0","0.80K","-11.68%"
"Mar 17, 2017","3,810.0","3,883.2","3,939.4","3,770.0","0.30K","-1.89%"
"Mar 16, 2017","3,883.2","3,963.9","3,975.4","3,841.0","0.23K","-2.04%"
"Mar 15, 2017","3,963.9","3,852.0","3,975.4","3,815.0","0.24K","2.90%"
"Mar 14, 2017","3,852.0","3,861.6","3,897.5","3,791.0","0.16K","-0.25%"
"Mar 13, 2017","3,861.6","3,803.8","3,899.0","3,700.0","0.19K","1.52%"
"Mar 12, 2017","3,803.8","3,789.0","3,848.7","3,751.0","0.07K","0.39%"
"Mar 11, 2017","3,789.0","3,600.1","3,800.0","3,565.0","0.08K","5.25%"
"Mar 10, 2017","3,600.1","3,798.0","3,921.4","3,500.0","0.37K","-5.21%"
"Mar 09, 2017","3,798.0","3,620.0","3,809.5","3,572.0","0.19K","4.92%"
"Mar 08, 2017","3,620.0","3,853.0","3,875.0","3,500.0","0.34K","-6.05%"
"Mar 07, 2017","3,853.0","3,914.4","3,930.0","3,710.0","0.37K","-1.57%"
"Mar 06, 2017","3,914.4","3,908.0","3,960.0","3,908.0","0.14K","0.16%"
"Mar 05, 2017","3,908.0","3,901.0","3,948.1","3,900.2","0.04K","0.18%"
"Mar 04, 2017","3,901.0","3,978.5","3,985.0","3,880.0","0.09K","-1.95%"
"Mar 03, 2017","3,978.5","3,950.5","3,990.0","3,861.0","0.20K","0.71%"
"Mar 02, 2017","3,950.5","3,800.0","3,989.0","3,760.0","0.17K","3.96%"
"Mar 01, 2017","3,800.0","3,745.0","3,854.0","3,729.0","0.21K","1.47%"
"Feb 28, 2017","3,745.0","3,788.0","3,790.0","3,736.0","0.05K","-1.13%"
"Feb 27, 2017","3,788.0","3,670.0","3,790.0","3,670.0","0.09K","3.21%"
"Feb 26, 2017","3,670.0","3,696.0","3,725.0","3,663.0","0.08K","-0.70%"
"Feb 25, 2017","3,696.0","3,750.0","3,750.0","3,660.0","0.08K","-1.44%"
"Feb 24, 2017","3,750.0","3,650.0","4,000.0","3,581.0","0.39K","2.74%"
"Feb 23, 2017","3,650.0","3,597.7","3,699.0","3,491.0","0.17K","1.45%"
"Feb 22, 2017","3,597.7","3,470.0","3,700.0","3,377.1","0.30K","3.68%"
"Feb 21, 2017","3,470.0","3,296.0","3,500.0","3,290.0","0.22K","5.28%"
"Feb 20, 2017","3,296.0","3,276.0","3,333.0","3,275.0","0.19K","0.61%"
"Feb 19, 2017","3,276.0","3,270.3","3,300.0","3,268.2","0.02K","0.18%"
"Feb 18, 2017","3,270.3","3,300.0","3,300.0","3,185.3","0.08K","-0.90%"
"Feb 17, 2017","3,300.0","3,191.0","3,300.0","3,151.0","0.12K","3.42%"
"Feb 16, 2017","3,191.0","3,147.1","3,196.1","3,122.0","0.12K","1.40%"
"Feb 15, 2017","3,147.1","3,165.0","3,199.0","3,111.0","0.17K","-0.57%"
"Feb 14, 2017","3,165.0","3,130.2","3,235.0","3,090.0","0.24K","1.11%"
"Feb 13, 2017","3,130.2","3,130.0","3,250.0","3,090.0","0.19K","0.01%"
"Feb 12, 2017","3,130.0","3,179.5","3,179.5","3,101.6","0.05K","-1.56%"
"Feb 11, 2017","3,179.5","3,130.0","3,199.1","3,088.1","0.08K","1.58%"
"Feb 10, 2017","3,130.0","3,027.0","3,245.0","2,950.0","0.21K","3.40%"
"Feb 09, 2017","3,027.0","3,221.0","3,248.4","2,900.0","0.34K","-6.02%"
"Feb 08, 2017","3,221.0","3,089.9","3,250.0","3,000.0","0.23K","4.24%"
"Feb 07, 2017","3,089.9","3,012.1","3,100.0","2,988.0","0.21K","2.59%"
"Feb 06, 2017","3,012.1","2,992.0","3,049.0","2,970.0","0.13K","0.67%"
"Feb 05, 2017","2,992.0","3,074.9","3,074.9","2,992.0","0.04K","-2.70%"
"Feb 04, 2017","3,074.9","3,074.0","3,090.0","3,022.0","0.06K","0.03%"
"Feb 03, 2017","3,074.0","3,018.0","3,078.3","2,900.0","0.21K","1.86%"
"Feb 02, 2017","3,018.0","2,994.0","3,055.6","2,951.0","0.19K","0.80%"
"Feb 01, 2017","2,994.0","2,950.0","2,994.0","2,903.2","0.26K","1.49%"
"Jan 31, 2017","2,950.0","2,905.0","2,950.0","2,860.0","0.17K","1.55%"
"Jan 30, 2017","2,905.0","2,900.0","2,927.0","2,851.4","0.16K","0.17%"
"Jan 29, 2017","2,900.0","2,927.0","2,927.0","2,880.0","0.07K","-0.92%"
"Jan 28, 2017","2,927.0","2,941.0","2,949.6","2,898.2","0.06K","-0.48%"
"Jan 27, 2017","2,941.0","2,924.0","3,000.0","2,879.0","0.20K","0.58%"
"Jan 26, 2017","2,924.0","2,900.0","2,924.0","2,847.0","0.17K","0.83%"
"Jan 25, 2017","2,900.0","2,894.0","2,916.0","2,806.1","0.16K","0.21%"
"Jan 24, 2017","2,894.0","2,968.0","3,000.0","2,876.3","0.18K","-2.49%"
"Jan 23, 2017","2,968.0","2,950.0","3,000.0","2,930.1","0.14K","0.61%"
"Jan 22, 2017","2,950.0","2,964.1","3,010.0","2,950.0","0.08K","-0.48%"
"Jan 21, 2017","2,964.1","2,920.0","3,010.0","2,915.0","0.20K","1.51%"
"Jan 20, 2017","2,920.0","2,915.0","2,970.0","2,881.4","0.15K","0.17%"
"Jan 19, 2017","2,915.0","2,934.0","2,985.0","2,900.0","0.18K","-0.65%"
"Jan 18, 2017","2,934.0","3,062.0","3,100.0","2,905.0","0.26K","-4.18%"
"Jan 17, 2017","3,062.0","2,910.0","3,139.9","2,906.0","0.21K","5.22%"
"Jan 16, 2017","2,910.0","2,922.7","2,990.0","2,890.0","0.12K","-0.43%"
"Jan 15, 2017","2,922.7","2,929.0","2,939.0","2,881.0","0.02K","-0.22%"
"Jan 14, 2017","2,929.0","2,946.0","2,998.0","2,871.0","0.08K","-0.58%"
"Jan 13, 2017","2,946.0","2,980.0","3,049.0","2,800.0","0.20K","-1.14%"
"Jan 12, 2017","2,980.0","2,723.1","3,200.0","2,535.0","0.29K","9.44%"
"Jan 11, 2017","2,723.1","3,300.0","3,342.8","2,500.0","0.40K","-17.48%"
"Jan 10, 2017","3,300.0","3,418.8","3,437.2","3,250.0","0.16K","-3.47%"
"Jan 09, 2017","3,418.8","3,430.0","3,450.0","3,330.0","0.15K","-0.33%"
"Jan 08, 2017","3,430.0","3,442.1","3,494.0","3,315.0","0.08K","2.45%"
"Jan 07, 2017","3,348.0","3,500.6","3,551.0","3,260.3","0.17K","-4.36%"
"Jan 06, 2017","3,500.6","3,500.0","3,900.0","3,200.0","0.28K","-5.64%"
"Jan 05, 2017","3,710.0","4,000.0","4,050.0","3,600.0","0.32K","-7.48%"
