"Date","Price","Open","High","Low","Vol","Change"
"Aug 31, 2018","29,040.0","28,815.0","29,399.0","28,549.0","0.12K","0.78%"
"Aug 30, 2018","28,815.0","29,066.9","29,100.0","28,234.0","0.12K","-0.87%"
"Aug 29, 2018","29,066.9","28,713.0","29,500.0","28,218.0","0.18K","0.44%"
"Aug 28, 2018","28,940.0","27,698.9","29,235.0","27,530.0","0.23K","4.48%"
"Aug 27, 2018","27,698.9","26,829.0","27,750.0","26,645.0","0.12K","3.24%"
"Aug 26, 2018","26,829.0","27,100.0","27,200.0","26,600.0","0.03K","-1.00%"
"Aug 25, 2018","27,100.0","27,016.0","27,456.6","26,903.4","0.05K","0.31%"
"Aug 24, 2018","27,016.0","26,351.0","27,275.0","26,275.0","0.11K","2.53%"
"Aug 23, 2018","26,350.0","25,592.3","26,782.7","25,550.0","0.08K","2.96%"
"Aug 22, 2018","25,592.3","26,096.0","27,500.0","25,569.0","0.18K","-1.93%"
"Aug 21, 2018","26,096.0","25,510.0","26,100.0","25,510.0","0.08K","1.63%"
"Aug 20, 2018","25,677.8","25,898.9","25,950.0","25,507.0","0.09K","-0.85%"
"Aug 19, 2018","25,898.9","25,780.0","25,899.0","25,561.0","0.02K","0.46%"
"Aug 18, 2018","25,780.0","25,861.0","26,000.0","25,451.0","0.04K","-0.31%"
"Aug 17, 2018","25,861.0","25,436.0","25,990.0","25,195.9","0.09K","1.67%"
"Aug 16, 2018","25,436.0","25,200.0","25,600.0","24,718.0","0.10K","0.94%"
"Aug 15, 2018","25,200.0","24,598.0","25,998.0","24,432.0","0.18K","2.45%"
"Aug 14, 2018","24,598.0","24,930.0","25,600.0","23,999.0","0.26K","-1.33%"
"Aug 13, 2018","24,930.0","25,160.0","25,793.0","24,660.0","0.09K","-0.91%"
"Aug 12, 2018","25,160.0","25,068.0","25,400.0","24,900.0","0.02K","0.37%"
"Aug 11, 2018","25,068.0","24,800.0","25,500.0","24,450.0","0.04K","1.00%"
"Aug 10, 2018","24,819.0","25,600.0","26,090.0","24,500.0","0.16K","-3.05%"
"Aug 09, 2018","25,600.0","25,400.0","25,988.0","24,500.0","0.19K","0.79%"
"Aug 08, 2018","25,400.0","26,140.0","26,140.0","24,100.0","0.33K","-2.83%"
"Aug 07, 2018","26,140.0","26,770.0","27,300.0","25,612.0","0.18K","-2.35%"
"Aug 06, 2018","26,770.0","27,369.0","28,000.0","26,200.0","0.14K","-2.19%"
"Aug 05, 2018","27,369.0","27,060.0","27,600.0","26,875.1","0.04K","1.14%"
"Aug 04, 2018","27,060.0","28,588.9","28,800.0","26,838.0","0.10K","-5.35%"
"Aug 03, 2018","28,588.9","29,006.0","29,021.0","28,053.0","0.13K","-1.44%"
"Aug 02, 2018","29,006.0","28,904.1","29,780.0","28,600.0","0.09K","0.35%"
"Aug 01, 2018","28,904.1","29,490.1","29,560.0","28,609.7","0.13K","-1.99%"
"Jul 31, 2018","29,490.1","30,625.3","30,910.0","29,200.0","0.15K","-3.71%"
"Jul 30, 2018","30,625.3","30,720.0","31,000.0","30,000.0","0.11K","-0.31%"
"Jul 29, 2018","30,720.0","30,869.0","30,999.0","30,521.0","0.02K","-0.48%"
"Jul 28, 2018","30,869.0","30,510.0","30,900.0","30,510.0","0.03K","1.18%"
"Jul 27, 2018","30,510.0","29,854.0","31,150.0","29,200.0","0.15K","2.20%"
"Jul 26, 2018","29,854.0","30,793.0","31,300.0","29,149.0","0.18K","-3.05%"
"Jul 25, 2018","30,793.0","31,900.0","31,989.0","30,100.0","0.20K","-3.47%"
"Jul 24, 2018","31,900.0","29,698.0","31,900.0","29,600.0","0.27K","7.68%"
"Jul 23, 2018","29,625.0","28,639.0","29,842.0","28,303.9","0.16K","3.44%"
"Jul 22, 2018","28,639.0","28,551.0","28,900.0","28,471.1","0.03K","0.15%"
"Jul 21, 2018","28,597.5","28,572.8","28,798.0","28,001.0","0.04K","0.09%"
"Jul 20, 2018","28,572.8","28,813.1","29,138.0","28,268.0","0.12K","-0.83%"
"Jul 19, 2018","28,813.1","28,306.0","29,200.0","28,000.0","0.11K","1.79%"
"Jul 18, 2018","28,306.0","27,949.0","29,323.0","27,500.0","0.26K","1.28%"
"Jul 17, 2018","27,949.0","25,871.0","28,497.0","25,601.0","0.31K","8.03%"
"Jul 16, 2018","25,871.0","24,780.3","26,000.0","24,550.0","0.14K","4.40%"
"Jul 15, 2018","24,780.3","24,370.0","25,000.0","24,366.0","0.03K","1.68%"
"Jul 14, 2018","24,370.0","24,356.0","24,599.8","24,305.0","0.02K","0.06%"
"Jul 13, 2018","24,356.0","24,398.1","24,600.0","24,251.0","0.09K","-0.17%"
"Jul 12, 2018","24,398.1","25,200.0","25,281.0","23,801.0","0.15K","-3.18%"
"Jul 11, 2018","25,200.0","25,098.0","25,494.3","24,730.1","0.10K","0.80%"
"Jul 10, 2018","25,000.0","26,145.0","26,300.0","24,717.3","0.15K","-4.38%"
"Jul 09, 2018","26,146.0","26,000.0","26,500.0","25,900.0","0.09K","0.56%"
"Jul 08, 2018","26,000.0","26,250.0","26,280.0","25,900.0","0.02K","-0.95%"
"Jul 07, 2018","26,250.0","25,900.0","26,297.8","25,732.0","0.04K","1.35%"
"Jul 06, 2018","25,900.0","25,938.0","26,120.0","25,701.0","0.07K","-0.15%"
"Jul 05, 2018","25,938.0","26,000.0","26,180.0","25,520.0","0.09K","-0.24%"
"Jul 04, 2018","26,000.0","25,586.0","26,453.0","25,000.0","0.15K","1.17%"
"Jul 03, 2018","25,700.0","25,720.1","26,190.0","25,480.0","0.08K","-0.39%"
"Jul 02, 2018","25,800.3","24,800.0","26,389.0","24,500.0","0.15K","4.03%"
"Jul 01, 2018","24,800.0","24,849.0","24,900.0","24,365.0","0.04K","-0.20%"
"Jun 30, 2018","24,849.0","24,043.4","25,000.0","24,040.0","0.07K","3.35%"
"Jun 29, 2018","24,043.4","23,129.4","24,251.1","22,802.0","0.10K","3.95%"
"Jun 28, 2018","23,129.4","24,030.0","24,199.0","22,647.0","0.09K","-3.75%"
"Jun 27, 2018","24,030.0","24,000.0","24,150.0","23,589.2","0.09K","0.13%"
"Jun 26, 2018","24,000.0","24,132.8","26,499.0","23,507.0","0.13K","-0.55%"
"Jun 25, 2018","24,132.8","23,650.1","24,500.0","23,450.0","0.07K","2.04%"
"Jun 24, 2018","23,650.1","24,399.3","24,399.3","22,780.3","0.06K","-3.07%"
"Jun 23, 2018","24,399.3","23,690.0","24,600.0","23,505.1","0.05K","2.99%"
"Jun 22, 2018","23,690.0","25,803.0","26,155.0","23,100.0","0.19K","-8.19%"
"Jun 21, 2018","25,803.0","26,000.0","26,211.0","25,700.0","0.07K","-0.76%"
"Jun 20, 2018","26,000.0","26,200.0","26,420.0","25,577.0","0.07K","-0.76%"
"Jun 19, 2018","26,200.0","26,207.1","26,450.0","26,000.0","0.08K","-0.03%"
"Jun 18, 2018","26,207.1","25,590.0","26,499.0","25,000.0","0.11K","2.41%"
"Jun 17, 2018","25,590.0","25,596.0","25,649.0","25,302.0","0.01K","-0.02%"
"Jun 16, 2018","25,596.0","25,140.0","25,800.0","25,115.0","0.04K","1.81%"
"Jun 15, 2018","25,140.0","26,475.6","26,475.6","25,100.0","0.09K","-5.04%"
"Jun 14, 2018","26,475.6","24,070.0","26,660.0","24,000.1","0.17K","9.99%"
"Jun 13, 2018","24,070.0","25,349.0","25,350.0","23,651.3","0.20K","-5.05%"
"Jun 12, 2018","25,349.0","26,601.0","26,990.0","25,005.0","0.17K","-4.71%"
"Jun 11, 2018","26,601.0","26,451.0","27,798.0","26,000.0","0.20K","0.57%"
"Jun 10, 2018","26,451.0","29,056.0","29,469.0","26,440.0","0.14K","-8.97%"
"Jun 09, 2018","29,056.0","29,250.0","29,999.0","29,051.1","0.05K","-0.36%"
"Jun 08, 2018","29,160.0","30,000.0","30,304.0","29,151.0","0.11K","-2.70%"
"Jun 07, 2018","29,970.0","29,590.0","30,400.0","29,365.0","0.12K","1.28%"
"Jun 06, 2018","29,590.0","29,090.0","29,700.0","28,920.0","0.08K","2.03%"
"Jun 05, 2018","29,000.0","28,750.0","29,301.0","28,215.0","0.09K","0.87%"
"Jun 04, 2018","28,750.0","29,080.0","29,322.7","28,301.0","0.08K","-1.13%"
"Jun 03, 2018","29,080.0","28,850.0","29,387.0","28,808.0","0.03K","0.80%"
"Jun 02, 2018","28,850.0","28,383.0","29,278.0","28,315.0","0.04K","1.65%"
"Jun 01, 2018","28,383.0","28,249.0","28,650.0","28,015.0","0.06K","0.47%"
"May 31, 2018","28,249.0","28,018.0","28,599.0","27,780.0","0.05K","0.82%"
"May 30, 2018","28,018.0","28,400.0","29,000.0","27,700.0","0.08K","-1.35%"
"May 29, 2018","28,400.0","27,040.0","28,776.2","26,307.0","0.10K","5.19%"
"May 28, 2018","27,000.0","27,350.1","27,805.0","27,000.0","0.05K","-1.28%"
"May 27, 2018","27,350.1","27,789.6","27,990.0","27,260.0","0.03K","-1.58%"
"May 26, 2018","27,789.6","28,150.0","28,395.0","27,435.0","0.02K","-1.28%"
"May 25, 2018","28,150.0","28,650.0","28,710.0","27,751.0","0.07K","-1.75%"
"May 24, 2018","28,650.0","28,021.0","28,940.0","27,228.0","0.13K","2.24%"
"May 23, 2018","28,021.0","29,825.0","30,289.0","27,501.0","0.19K","-5.97%"
"May 22, 2018","29,800.0","31,473.0","31,500.0","29,400.0","0.10K","-5.31%"
"May 21, 2018","31,472.1","32,140.0","32,348.0","31,102.0","0.06K","-2.08%"
"May 20, 2018","32,140.0","31,605.0","32,499.0","31,469.7","0.04K","1.69%"
"May 19, 2018","31,605.0","31,405.0","31,989.0","31,009.0","0.03K","0.33%"
"May 18, 2018","31,500.0","30,688.0","31,500.0","30,000.0","0.08K","2.65%"
"May 17, 2018","30,688.0","31,399.0","31,500.0","30,310.0","0.07K","-2.26%"
"May 16, 2018","31,399.0","32,000.0","32,388.9","31,051.0","0.11K","-2.59%"
"May 15, 2018","32,234.5","32,295.0","32,900.0","31,850.0","0.13K","-0.19%"
"May 14, 2018","32,295.0","32,530.0","32,900.0","31,420.0","0.12K","-1.21%"
"May 13, 2018","32,690.0","31,790.0","32,948.0","31,520.0","0.04K","2.83%"
"May 12, 2018","31,790.0","31,329.0","32,500.0","30,998.2","0.08K","1.47%"
"May 11, 2018","31,329.0","33,090.0","33,677.0","31,000.0","0.30K","-5.06%"
"May 10, 2018","33,000.0","33,810.0","34,100.0","33,000.0","0.15K","-2.40%"
"May 09, 2018","33,810.0","33,600.2","34,150.0","33,080.0","0.11K","0.61%"
"May 08, 2018","33,605.0","33,950.0","34,140.0","33,107.0","0.13K","-1.02%"
"May 07, 2018","33,950.0","34,200.0","34,250.0","33,100.0","0.12K","-0.73%"
"May 06, 2018","34,200.0","34,795.0","34,928.0","33,555.0","0.07K","-0.92%"
"May 05, 2018","34,518.2","34,200.1","35,300.0","34,009.0","0.14K","0.93%"
"May 04, 2018","34,200.1","34,119.0","34,400.0","33,650.0","0.13K","0.24%"
"May 03, 2018","34,119.0","32,470.0","34,499.0","32,300.0","0.22K","5.08%"
"May 02, 2018","32,470.0","32,020.2","32,799.9","31,800.9","0.10K","1.40%"
"May 01, 2018","32,020.2","32,430.0","32,650.0","31,790.0","0.06K","-1.26%"
"Apr 30, 2018","32,430.0","32,599.0","32,870.0","32,204.0","0.08K","-0.52%"
"Apr 29, 2018","32,599.0","32,159.0","32,900.0","32,150.0","0.04K","1.37%"
"Apr 28, 2018","32,159.0","31,700.0","32,700.0","31,650.0","0.04K","1.45%"
"Apr 27, 2018","31,700.0","32,640.0","32,992.2","31,600.0","0.11K","-2.88%"
"Apr 26, 2018","32,640.0","31,497.0","33,050.0","30,800.0","0.18K","3.63%"
"Apr 25, 2018","31,497.0","33,803.0","34,000.0","30,000.0","0.40K","-6.82%"
"Apr 24, 2018","33,803.0","30,797.0","34,000.0","30,754.0","0.33K","9.76%"
"Apr 23, 2018","30,797.0","30,197.1","30,890.0","29,980.0","0.13K","1.99%"
"Apr 22, 2018","30,197.1","30,090.0","30,488.0","29,900.0","0.06K","0.36%"
"Apr 21, 2018","30,090.0","30,500.0","30,500.0","29,316.0","0.12K","-1.34%"
"Apr 20, 2018","30,500.0","28,178.9","30,500.0","28,002.1","0.24K","8.24%"
"Apr 19, 2018","28,178.9","27,765.0","28,400.0","27,650.0","0.12K","1.49%"
"Apr 18, 2018","27,765.0","27,470.0","27,939.0","27,216.0","0.11K","1.07%"
"Apr 17, 2018","27,470.0","27,350.0","27,980.0","27,111.0","0.10K","0.44%"
"Apr 16, 2018","27,350.0","28,200.0","28,450.0","26,900.0","0.13K","-3.01%"
"Apr 15, 2018","28,200.0","27,150.0","28,490.0","27,010.0","0.10K","3.87%"
"Apr 14, 2018","27,150.0","26,850.0","27,675.0","26,800.0","0.07K","1.12%"
"Apr 13, 2018","26,850.0","26,947.9","28,301.0","26,055.0","0.30K","-0.36%"
"Apr 12, 2018","26,947.9","23,900.0","27,000.0","23,600.0","0.35K","12.75%"
"Apr 11, 2018","23,900.0","23,405.0","24,299.0","23,400.0","0.10K","2.11%"
"Apr 10, 2018","23,405.0","23,474.9","23,885.7","23,164.7","0.10K","-0.30%"
"Apr 09, 2018","23,474.9","23,979.6","24,502.3","23,106.4","0.13K","-2.10%"
"Apr 08, 2018","23,979.6","23,582.9","24,150.0","23,568.6","0.05K","1.68%"
"Apr 07, 2018","23,582.9","22,988.0","24,161.6","22,771.0","0.09K","2.59%"
"Apr 06, 2018","22,988.0","23,240.0","23,597.0","22,550.0","0.13K","-1.08%"
"Apr 05, 2018","23,240.0","23,776.0","24,368.0","22,800.0","0.22K","-2.25%"
"Apr 04, 2018","23,776.0","25,549.0","25,765.0","23,112.0","0.23K","-6.94%"
"Apr 03, 2018","25,549.0","24,323.0","27,599.0","24,100.0","0.37K","5.04%"
"Apr 02, 2018","24,323.0","23,400.2","24,788.0","23,400.2","0.15K","3.94%"
"Apr 01, 2018","23,400.2","24,149.6","24,480.0","23,060.0","0.08K","-3.10%"
"Mar 31, 2018","24,149.6","23,700.0","25,100.0","23,539.6","0.08K","1.90%"
"Mar 30, 2018","23,700.0","24,676.0","24,890.0","23,000.0","0.19K","-3.96%"
"Mar 29, 2018","24,676.0","27,000.0","27,279.0","24,400.0","0.29K","-8.10%"
"Mar 28, 2018","26,850.0","27,000.0","27,600.0","26,700.0","0.09K","-0.56%"
"Mar 27, 2018","27,000.0","28,100.0","28,350.0","26,900.0","0.12K","-3.91%"
"Mar 26, 2018","28,100.0","28,967.7","29,300.0","26,515.0","0.28K","-3.00%"
"Mar 25, 2018","28,967.7","29,299.8","29,440.0","28,888.5","0.04K","-1.13%"
"Mar 24, 2018","29,299.8","29,530.0","29,845.0","29,009.0","0.06K","-0.78%"
"Mar 23, 2018","29,530.0","29,198.9","29,845.6","28,100.0","0.12K","1.13%"
"Mar 22, 2018","29,198.9","29,948.9","30,499.0","28,190.0","0.15K","-2.50%"
"Mar 21, 2018","29,948.9","29,609.0","30,900.0","28,601.0","0.23K","1.15%"
"Mar 20, 2018","29,609.0","28,336.0","29,980.0","27,700.0","0.21K","4.49%"
"Mar 19, 2018","28,336.0","27,350.0","29,280.0","26,046.0","0.30K","3.61%"
"Mar 18, 2018","27,350.0","26,700.0","27,600.0","24,710.9","0.23K","2.43%"
"Mar 17, 2018","26,700.0","27,352.0","27,980.0","25,890.9","0.13K","-2.38%"
"Mar 16, 2018","27,352.0","26,893.0","28,999.0","26,201.0","0.20K","1.71%"
"Mar 15, 2018","26,893.0","26,630.0","27,900.0","25,000.0","0.26K","0.99%"
"Mar 14, 2018","26,630.0","30,349.0","30,699.1","25,439.0","0.45K","-12.25%"
"Mar 13, 2018","30,349.0","30,840.0","31,195.0","29,751.0","0.13K","-1.59%"
"Mar 12, 2018","30,840.0","30,950.0","32,500.0","29,701.0","0.19K","-0.36%"
"Mar 11, 2018","30,950.0","30,334.0","32,699.0","29,050.1","0.16K","2.03%"
"Mar 10, 2018","30,334.0","31,500.0","33,289.0","29,945.0","0.16K","-3.70%"
"Mar 09, 2018","31,500.0","31,200.0","32,000.0","28,650.0","0.34K","0.96%"
"Mar 08, 2018","31,200.0","33,500.0","34,500.0","30,990.0","0.27K","-6.87%"
"Mar 07, 2018","33,500.0","35,500.0","36,399.0","32,102.0","0.37K","-5.63%"
"Mar 06, 2018","35,500.0","38,007.1","38,100.0","35,305.0","0.29K","-6.60%"
"Mar 05, 2018","38,007.1","37,301.0","38,424.0","37,117.0","0.16K","1.89%"
"Mar 04, 2018","37,301.0","37,638.0","37,679.0","36,700.0","0.07K","-0.90%"
"Mar 03, 2018","37,638.0","36,201.2","37,800.0","36,201.2","0.13K","3.97%"
"Mar 02, 2018","36,201.2","35,975.0","36,500.0","35,642.0","0.15K","0.63%"
"Mar 01, 2018","35,975.0","34,500.0","36,200.0","34,450.0","0.17K","4.28%"
"Feb 28, 2018","34,500.0","35,450.0","36,100.0","34,012.0","0.18K","-2.68%"
"Feb 27, 2018","35,450.0","33,996.9","35,999.0","33,500.0","0.21K","4.27%"
"Feb 26, 2018","33,996.9","32,260.0","34,500.0","31,850.0","0.21K","5.38%"
"Feb 25, 2018","32,260.0","32,350.0","33,497.0","31,511.0","0.08K","-0.28%"
"Feb 24, 2018","32,350.0","34,010.7","34,899.0","32,000.0","0.12K","-4.88%"
"Feb 23, 2018","34,010.7","33,355.6","35,200.0","32,000.0","0.26K","1.96%"
"Feb 22, 2018","33,355.6","35,500.0","37,200.0","32,000.0","0.35K","-6.04%"
"Feb 21, 2018","35,500.0","37,788.0","38,899.0","34,202.0","0.53K","-6.05%"
"Feb 20, 2018","37,788.0","37,250.0","39,500.0","37,250.0","0.38K","1.44%"
"Feb 19, 2018","37,250.0","35,699.0","37,999.0","35,000.0","0.26K","4.34%"
"Feb 18, 2018","35,699.0","37,000.0","38,043.0","35,000.0","0.34K","-3.52%"
"Feb 17, 2018","37,000.0","33,750.0","37,000.0","33,280.0","0.30K","9.63%"
"Feb 16, 2018","33,750.0","33,799.0","34,094.0","29,970.9","0.19K","-0.14%"
"Feb 15, 2018","33,799.0","31,700.0","34,856.0","31,400.0","0.47K","6.62%"
"Feb 14, 2018","31,700.0","28,650.0","32,000.3","28,650.0","0.38K","10.65%"
"Feb 13, 2018","28,650.0","29,000.0","29,100.0","28,320.0","0.06K","-1.21%"
"Feb 12, 2018","29,000.0","27,750.0","29,100.0","27,650.0","0.13K","4.50%"
"Feb 11, 2018","27,750.0","28,490.0","28,500.0","27,200.0","0.10K","-2.60%"
"Feb 10, 2018","28,490.0","28,390.0","29,550.0","27,605.0","0.22K","0.35%"
"Feb 09, 2018","28,390.0","27,500.0","29,100.0","25,600.0","0.32K","3.24%"
"Feb 08, 2018","27,500.0","24,650.0","28,500.0","24,341.0","0.35K","11.56%"
"Feb 07, 2018","24,650.0","24,950.0","28,900.0","24,151.0","0.63K","-1.20%"
"Feb 06, 2018","24,950.0","22,700.0","25,499.0","20,000.0","0.91K","9.91%"
"Feb 05, 2018","22,700.0","27,300.0","28,100.0","21,550.0","0.72K","-16.85%"
"Feb 04, 2018","27,300.0","30,229.9","30,465.0","26,300.0","0.22K","-9.69%"
"Feb 03, 2018","30,229.9","28,699.0","32,998.0","27,750.0","0.29K","5.33%"
"Feb 02, 2018","28,699.0","27,694.0","32,998.0","19,000.0","1.12K","3.63%"
"Feb 01, 2018","27,694.0","31,799.0","32,300.0","27,000.0","0.67K","-12.91%"
"Jan 31, 2018","31,799.0","32,999.9","33,799.0","30,129.0","0.32K","-3.64%"
"Jan 30, 2018","32,999.9","36,000.0","36,200.0","32,500.0","0.32K","-8.33%"
"Jan 29, 2018","36,000.0","37,070.0","37,200.0","35,800.0","0.17K","-2.89%"
"Jan 28, 2018","37,070.0","36,680.0","38,090.0","36,299.0","0.10K","1.06%"
"Jan 27, 2018","36,680.0","35,897.9","37,050.0","35,600.0","0.07K","2.18%"
"Jan 26, 2018","35,897.9","36,798.0","37,200.0","35,280.0","0.20K","-2.45%"
"Jan 25, 2018","36,798.0","36,950.0","37,570.0","36,400.0","0.14K","-0.41%"
"Jan 24, 2018","36,950.0","36,076.0","37,790.0","35,018.0","0.17K","2.42%"
"Jan 23, 2018","36,076.0","36,350.0","37,960.0","33,600.0","0.32K","-0.75%"
"Jan 22, 2018","36,350.0","38,640.0","39,640.0","34,200.0","0.42K","-5.93%"
"Jan 21, 2018","38,640.0","41,616.0","41,830.0","38,250.0","0.22K","-7.15%"
"Jan 20, 2018","41,616.0","39,400.0","42,000.0","38,860.0","0.19K","5.62%"
"Jan 19, 2018","39,400.0","39,000.0","40,800.0","38,001.0","0.30K","1.03%"
"Jan 18, 2018","39,000.0","38,500.0","41,890.0","36,490.0","0.55K","1.30%"
"Jan 17, 2018","38,500.0","38,199.0","40,998.0","32,000.1","0.91K","0.79%"
"Jan 16, 2018","38,199.0","46,148.0","46,300.0","32,301.2","1.14K","-17.23%"
"Jan 15, 2018","46,148.0","46,202.0","47,450.3","45,600.0","0.17K","-0.12%"
"Jan 14, 2018","46,202.0","46,890.0","47,235.0","45,100.0","0.09K","-2.20%"
"Jan 13, 2018","47,239.9","45,767.0","47,450.0","45,221.0","0.14K","3.33%"
"Jan 12, 2018","45,717.0","44,400.0","47,679.0","41,000.0","0.33K","2.74%"
"Jan 11, 2018","44,499.0","50,000.0","50,200.0","40,001.0","0.54K","-11.00%"
"Jan 10, 2018","50,000.0","49,397.0","50,699.0","47,000.0","0.38K","1.22%"
"Jan 09, 2018","49,397.0","50,900.0","52,900.0","49,000.0","0.33K","-2.95%"
"Jan 08, 2018","50,900.0","55,099.9","55,570.0","50,011.0","0.47K","-7.62%"
"Jan 07, 2018","55,099.9","56,506.2","56,798.0","54,711.0","0.16K","-2.49%"
"Jan 06, 2018","56,506.2","56,900.0","57,000.0","54,500.0","0.26K","-0.69%"
"Jan 05, 2018","56,900.0","52,750.0","57,000.0","52,000.0","0.52K","8.45%"
"Jan 04, 2018","52,465.0","53,149.0","53,600.0","51,000.0","0.35K","-1.29%"
"Jan 03, 2018","53,149.0","51,204.0","53,999.0","50,385.0","0.35K","3.80%"
"Jan 02, 2018","51,204.0","48,800.0","51,999.0","47,402.0","0.48K","4.82%"
"Jan 01, 2018","48,850.0","48,205.6","49,181.9","47,500.0","0.11K","1.34%"
"Dec 31, 2017","48,205.6","46,499.9","49,800.0","45,601.0","0.25K","3.67%"
"Dec 30, 2017","46,500.0","50,400.0","50,500.0","45,101.0","0.44K","-7.74%"
"Dec 29, 2017","50,400.0","49,999.9","52,150.0","48,250.0","0.29K","0.80%"
"Dec 28, 2017","49,999.9","54,899.0","54,900.0","45,500.0","0.73K","-8.92%"
"Dec 27, 2017","54,899.0","55,600.0","57,500.0","52,010.0","0.50K","-1.26%"
"Dec 26, 2017","55,600.0","51,499.0","57,000.0","50,997.0","0.56K","7.96%"
"Dec 25, 2017","51,499.0","51,510.0","53,991.0","49,400.0","0.22K","-0.02%"
"Dec 24, 2017","51,510.0","53,836.2","54,999.0","47,000.0","0.60K","-4.94%"
"Dec 23, 2017","54,189.0","49,000.0","58,000.0","48,102.0","0.59K","9.03%"
"Dec 22, 2017","49,700.0","58,788.0","59,990.0","29,899.2","1.98K","-15.46%"
"Dec 21, 2017","58,790.0","62,601.0","65,400.0","50,000.0","0.96K","-6.09%"
"Dec 20, 2017","62,601.0","67,490.0","68,250.0","62,050.0","1.00K","-7.24%"
"Dec 19, 2017","67,490.0","68,900.0","69,250.1","62,001.0","0.84K","-1.78%"
"Dec 18, 2017","68,710.0","69,150.0","69,899.0","66,800.0","0.59K","-0.92%"
"Dec 17, 2017","69,350.0","69,100.0","69,950.0","66,650.0","0.52K","0.23%"
"Dec 16, 2017","69,190.0","62,880.0","69,500.0","62,750.0","0.52K","10.53%"
"Dec 15, 2017","62,601.1","58,830.0","66,500.0","58,500.0","1.14K","6.30%"
"Dec 14, 2017","58,890.0","56,792.0","58,999.1","56,200.0","0.49K","4.52%"
"Dec 13, 2017","56,342.0","56,000.0","57,000.0","55,155.0","0.47K","0.61%"
"Dec 12, 2017","56,000.0","55,600.0","56,846.0","54,500.0","0.72K","1.26%"
"Dec 11, 2017","55,301.2","52,299.0","57,654.0","51,840.1","0.98K","6.76%"
"Dec 10, 2017","51,800.0","51,720.0","53,500.0","48,280.0","0.77K","0.15%"
"Dec 09, 2017","51,720.0","55,990.0","56,999.0","48,500.0","1.03K","-7.64%"
"Dec 08, 2017","55,999.0","56,700.0","58,076.5","48,550.0","1.42K","-1.45%"
"Dec 07, 2017","56,822.9","49,312.0","57,599.9","45,900.0","1.99K","15.49%"
"Dec 06, 2017","49,200.0","43,888.0","49,600.0","43,501.1","1.23K","12.10%"
"Dec 05, 2017","43,888.0","42,699.0","44,000.0","42,160.0","0.53K","2.78%"
"Dec 04, 2017","42,699.0","42,300.0","42,927.0","42,000.0","0.40K","0.24%"
"Dec 03, 2017","42,596.0","41,800.0","43,113.4","41,301.0","0.59K","1.90%"
"Dec 02, 2017","41,800.0","40,680.0","41,997.0","40,600.0","0.34K","2.75%"
"Dec 01, 2017","40,680.0","39,248.0","41,000.1","37,101.0","0.78K","3.65%"
"Nov 30, 2017","39,248.0","38,992.0","41,000.0","36,000.0","1.13K","0.66%"
"Nov 29, 2017","38,992.0","37,650.0","44,979.0","33,500.0","2.58K","3.43%"
"Nov 28, 2017","37,700.0","34,650.0","38,000.0","34,348.6","0.72K","8.80%"
"Nov 27, 2017","34,650.0","33,301.0","34,965.0","33,301.0","0.47K","3.82%"
"Nov 26, 2017","33,374.0","31,220.0","34,910.0","31,150.0","0.73K","6.96%"
"Nov 25, 2017","31,201.0","29,290.0","31,500.0","29,000.1","0.50K","6.52%"
"Nov 24, 2017","29,290.0","29,140.0","29,449.0","28,399.0","0.38K","0.65%"
"Nov 23, 2017","29,101.0","29,400.0","29,450.0","29,001.0","0.35K","-1.02%"
"Nov 22, 2017","29,400.0","29,050.0","29,600.0","28,850.0","0.29K","1.20%"
"Nov 21, 2017","29,050.0","29,350.0","29,600.0","28,005.0","0.60K","-1.36%"
"Nov 20, 2017","29,450.0","27,400.0","29,613.0","27,202.0","0.52K","7.09%"
"Nov 19, 2017","27,500.0","26,750.0","27,600.0","26,412.0","0.27K","2.80%"
"Nov 18, 2017","26,750.0","26,789.9","26,789.9","26,150.0","0.28K","-0.15%"
"Nov 17, 2017","26,789.9","26,600.0","26,940.0","26,000.0","0.42K","0.71%"
"Nov 16, 2017","26,600.0","25,040.0","26,998.0","24,800.1","0.76K","6.23%"
"Nov 15, 2017","25,040.0","23,608.0","25,100.0","23,608.0","0.46K","6.07%"
"Nov 14, 2017","23,608.0","23,730.0","24,224.5","23,500.0","0.34K","-0.51%"
"Nov 13, 2017","23,730.0","21,355.1","24,500.0","21,000.0","0.79K","11.12%"
"Nov 12, 2017","21,355.1","22,695.9","23,500.0","19,500.0","0.83K","-5.91%"
"Nov 11, 2017","22,695.9","23,893.9","24,249.0","22,300.1","0.63K","-5.01%"
"Nov 10, 2017","23,893.9","25,200.0","25,320.0","22,500.0","0.88K","-4.99%"
"Nov 09, 2017","25,150.0","25,459.0","25,700.0","25,000.0","0.30K","-1.57%"
"Nov 08, 2017","25,550.0","24,329.0","25,900.0","24,110.2","0.82K","5.79%"
"Nov 07, 2017","24,152.0","23,328.0","25,155.9","23,112.0","0.51K","3.53%"
"Nov 06, 2017","23,328.0","25,520.0","25,520.0","22,500.0","0.79K","-8.59%"
"Nov 05, 2017","25,520.0","25,027.0","25,700.0","25,000.0","0.19K","1.97%"
"Nov 04, 2017","25,027.0","25,179.0","25,498.0","24,685.1","0.31K","-1.54%"
"Nov 03, 2017","25,419.0","23,921.2","25,980.0","23,808.0","0.59K","6.26%"
